Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16132011999,"Oct 13, 2025, 10:18:57 PM",Afternoon run,Run,🎵 wacced out murals 🎵,1628,4.99,191.0,89,false,,Nike Streakfly,activities/17215337566.fit.gz,,,1628.0,1583.0,4992.6,4.84,3.154,60.0,63.0,134.4,169.4,19.5,0.0,,,95.0,91.0,191.0,170.0,,286.0,322.0,,,89.0,450236.0,,,,,,,,283.0,1629.0,,,0.0,,1.0,5148.7,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.067,0.0,,,,4802.0,0.0,,170.0,194.0,3.252,,,0.0,,,,,,,,,""
16126054490,"Oct 13, 2025, 11:06:43 AM",Morning weight lift,Weight Training,🎵 only 🎵,2535,0,129.0,6,false,,,activities/17209345474.fit.gz,,,2535.0,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,129.0,96.0,,,166.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,138.0,0.0,,,,,,,,,""
16106647582,"Oct 11, 2025, 1:00:41 PM",Morning hyrox (with nash hybrid club),Workout,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,media/B02458C1-9F48-430B-8954-3A736A6CE7C3.jpg
16094538078,"Oct 10, 2025, 11:04:43 AM",Morning run (with way run club),Run,"",1386,4.37,189.0,81,false,,Nike Streakfly,activities/17177405415.fit.gz,,,1386.0,1386.0,4371.0,4.52,3.154,44.0,48.0,128.4,153.0,20.6,0.0,,,97.0,90.0,189.0,172.0,,279.0,286.0,,,81.0,386875.0,,,,,,,,288.0,1387.0,,,0.0,,1.0,4482.0,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.154,0.0,,,,4178.0,0.0,,149.0,197.0,3.234,,,0.0,,,,,,,,,media/30F9FFE8-17C7-4E25-A4BF-BB5C11D304BE.jpg
16090473757,"Oct 9, 2025, 10:25:06 PM",Afternoon run,Run,🎵 from the inside 🎵,2216,7.12,194.0,135,false,,Nike Streakfly,activities/17173286053.fit.gz,,,2216.0,2058.0,7122.6,5.22,3.461,62.0,80.0,132.4,179.8,15.0,0.0,,,100.0,93.0,194.0,179.0,,304.0,458.0,,,135.0,623335.0,,,,,,,,299.0,2217.0,,,0.0,,1.0,7242.8,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.214,0.0,,,,6388.0,0.0,,258.0,205.0,3.519,,,0.0,,,,,,,,,""
16084529349,"Oct 9, 2025, 11:08:53 AM",Morning weight lift,Weight Training,🎵 in my remains 🎵,2518,0,135.0,7,false,,,activities/17167302303.fit.gz,,,2518.0,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,135.0,106.0,,,209.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,242.0,0.0,,,,,,,,,""
16073894847,"Oct 8, 2025, 11:23:31 AM",Morning weight lift,Weight Training,🎵 heavenly poetry 5 🎵,3036,0,126.0,8,false,,,activities/17156574472.fit.gz,,,3036.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,126.0,100.0,,,218.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,108.0,0.0,,,,,,,,,""
16062055290,"Oct 7, 2025, 11:08:48 AM",Morning weight lift,Weight Training,🎵 all the stars 🎵,2593,0,128.0,7,false,,,activities/17144616562.fit.gz,,,2593.0,2593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,104.0,,,206.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,196.0,0.0,,,,,,,,,""
16057298703,"Oct 6, 2025, 10:54:20 PM",Afternoon run,Run,"",2028,6.30,193.0,111,false,,Nike Streakfly,activities/17139807297.fit.gz,,,2028.0,1787.0,6303.6,4.68,3.527,34.0,43.0,124.4,151.4,42.3,-0.1,,,94.0,88.0,193.0,176.0,,313.0,397.0,,,111.0,558025.0,,,,,,,,297.0,2029.0,,,0.0,,1.0,6386.5,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.108,0.0,,,,5242.0,0.0,,232.0,203.0,3.574,,,0.0,,,,,,,,,""
16050935544,"Oct 6, 2025, 11:15:27 AM",Morning weight lift,Weight Training,Back from IR 🤕😅,2460,0,139.0,7,false,,,activities/17133407153.fit.gz,,,2460.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,105.0,,,202.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,144.0,0.0,,,,,,,,,""
15974422808,"Sep 29, 2025, 11:08:30 AM",Morning weight lift,Weight Training,🎵 busyhead 🎵,1726,0,133.0,3,false,,,activities/17055850468.fit.gz,,,1726.0,1726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,133.0,92.0,,,110.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,106.0,0.0,,,,,,,,,""
15931073630,"Sep 25, 2025, 11:07:05 AM",Morning weight lift,Weight Training,"",2316,0,138.0,6,false,,,activities/17011495444.fit.gz,,,2316.0,2316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,138.0,103.0,,,182.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,252.0,0.0,,,,,,,,,""
15920129527,"Sep 24, 2025, 11:05:51 AM",Morning weight lift,Weight Training,🎵 okay 🎵,2240,0,134.0,5,false,,,activities/17000296939.fit.gz,,,2240.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,98.0,,,162.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,136.0,0.0,,,,,,,,,""
15908655559,"Sep 23, 2025, 11:09:18 AM",Morning weight lift,Weight Training,🎵 have faith 🎵,2698,0,145.0,7,false,,,activities/16988538975.fit.gz,,,2698.0,2698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,145.0,102.0,,,207.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,222.0,0.0,,,,,,,,,""
15897378603,"Sep 22, 2025, 11:07:59 AM",Morning weight lift,Weight Training,"",1955,0,134.0,5,false,,,activities/16977003770.fit.gz,,,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,105.0,,,165.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,134.0,0.0,,,,,,,,,""
15878675067,"Sep 20, 2025, 2:03:13 PM",September half,Run,"Poor prep work led to only running a third of my goal. Still a solid half.

Flybys [strava://athletes/48751818/20]Yianna Kyriacou Bell, [strava://athletes/34083637/9]Jack Bell, [strava://athletes/115454910/12]Jacob Shames",8317,21.42,184.0,392,false,,Nike Vomero 18,activities/16957716193.fit.gz,,,8317.0,7311.0,21421.8,3.66,2.93,38.0,35.0,125.2,133.4,7.3,0.0,,,94.0,88.0,184.0,168.0,,257.0,1435.0,,,392.0,1879711.0,,,,,,,,254.0,7740.0,,,0.0,,1.0,21565.9,,,,,,,,,,,,,,,,25022536.0,,,,,,,,,,,2.576,0.0,,,,21410.0,0.0,,650.0,174.0,2.95,,,0.0,,,,,,,,,""
15878488500,"Sep 20, 2025, 1:37:58 PM",Warmup walk,Walk,"",1483,1.84,113.0,3,false,,,activities/16957524078.fit.gz,,,1483.0,1483.0,1845.4,1.673,1.244,11.0,11.0,124.0,130.2,14.8,0.0,,,62.0,56.0,113.0,96.0,,,100.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.244,0.0,,,,2718.0,0.0,,,,,,,0.0,,,,,,,,,""
15863567332,"Sep 19, 2025, 10:38:26 AM",Morning run (with way run club),Run,"",1277,4.35,187.0,77,false,,Nike Streakfly,activities/16942200711.fit.gz,,,1277.0,1269.0,4356.3,4.78,3.433,39.0,45.0,129.0,153.2,19.4,-0.1,,,98.0,91.0,187.0,173.0,,304.0,276.0,,,77.0,385774.0,,,,,,,,310.0,1278.0,,,0.0,,1.0,4458.8,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.411,0.0,,,,3880.0,0.0,,159.0,212.0,3.514,,,0.0,,,,,,,,,""
15852987293,"Sep 18, 2025, 11:23:39 AM",Morning weight lift,Weight Training,🎵 i hate that it’s true 🎵,1724,0,131.0,4,false,,,activities/16931365167.fit.gz,,,1724.0,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,93.0,,,115.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,234.0,0.0,,,,,,,,,""
15848705312,"Sep 17, 2025, 11:43:59 PM",Evening run (with jogalope),Run,"",1848,5.11,188.0,59,false,,Nike Streakfly,activities/16926944494.fit.gz,,,1848.0,1683.0,5114.0,5.96,3.039,40.0,41.0,172.8,192.4,9.5,0.0,,,93.0,87.0,188.0,155.0,,271.0,327.0,,,59.0,456035.0,,,,,,,,266.0,1849.0,,,0.0,,1.0,5197.9,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,2.767,0.0,,,,4894.0,0.0,,170.0,182.0,3.088,,,0.0,,,,,,,,,""
15841345377,"Sep 17, 2025, 11:02:07 AM",Morning weight lift,Weight Training,"",1990,0,133.0,5,false,,,activities/16919437342.fit.gz,,,1990.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,133.0,100.0,,,157.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,130.0,0.0,,,,,,,,,""
15829668061,"Sep 16, 2025, 11:08:41 AM",Morning weight lift,Weight Training,🎵 carlo’s song 🎵,2272,0,150.0,6,false,,,activities/16907458858.fit.gz,,,2272.0,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,150.0,104.0,,,188.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,222.0,0.0,,,,,,,,,""
15825410585,"Sep 15, 2025, 11:41:14 PM",Evening run (with nrc),Run,"",1274,4.17,188.0,46,false,,Nike Streakfly,activities/16903045991.fit.gz,,,1274.0,1195.0,4174.8,4.86,3.494,30.0,28.0,129.6,152.4,10.2,0.0,,,93.0,88.0,188.0,158.0,,313.0,245.0,,,46.0,374163.0,,,,,,,,306.0,1276.0,,,0.0,,1.0,4232.8,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.277,0.0,,,,3492.0,0.0,,156.0,210.0,3.542,,,0.0,,,,,,,,,""
15825410560,"Sep 15, 2025, 10:56:46 PM",Afternoon walk,Walk,"",1738,2.07,123.0,5,false,,,activities/16903045979.fit.gz,,,1738.0,1709.0,2069.7,1.917,1.211,17.0,15.0,139.2,151.0,11.7,0.0,,,78.0,56.0,123.0,110.0,,,116.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.191,0.0,,,,3126.0,0.0,,,,,,,0.0,,,,,,,,,""
15818152198,"Sep 15, 2025, 11:14:23 AM",Morning weight lift,Weight Training,"",1256,0,128.0,3,false,,,activities/16895585495.fit.gz,,,1256.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,95.0,,,88.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,106.0,0.0,,,,,,,,,""
15797539391,"Sep 13, 2025, 1:24:04 PM",Wounded warrior 5K,Run,"",2220,5.02,151.0,18,false,,Nike Streakfly,activities/16873919425.fit.gz,,,2220.0,2156.0,5022.1,4.4,2.329,20.0,19.0,126.6,133.2,14.3,0.0,,,103.0,85.0,151.0,128.0,,195.0,326.0,,,18.0,418980.0,,,,,,,,212.0,2221.0,,,0.0,,1.0,5106.0,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,2.262,0.0,,,,6020.0,0.0,,129.0,145.0,2.368,,,0.0,,,,,,,,,media/AA98F057-F7CC-4DE7-A8D8-CAC20C8CFC41.jpg|media/2C46E975-6B30-41F3-AB11-196C0A01BE4B.jpg
15784659158,"Sep 12, 2025, 10:34:55 AM",Morning run (with way run club),Run,"",1325,4.36,188.0,68,false,,Nike Streakfly,activities/16860320412.fit.gz,,,1325.0,1319.0,4365.5,4.52,3.31,44.0,48.0,130.0,154.8,30.0,-0.1,,,95.0,91.0,188.0,168.0,,294.0,279.0,,,68.0,389048.0,,,,,,,,299.0,1326.0,,,0.0,,1.0,4471.7,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.295,0.0,,,,3986.0,0.0,,154.0,205.0,3.39,,,0.0,,,,,,,,,""
15781101339,"Sep 11, 2025, 11:44:20 PM",Evening run (with cooldown),Run,"",1724,4.91,177.0,46,false,,Nike Streakfly,activities/16856486349.fit.gz,,,1724.0,1663.0,4912.9,6.0,2.954,64.0,67.0,150.8,181.6,18.7,0.0,,,95.0,89.0,177.0,150.0,,267.0,310.0,,,46.0,441845.0,,,,,,,,264.0,1725.0,,,0.0,,1.0,5046.7,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,2.85,0.0,,,,4902.0,0.0,,156.0,181.0,3.035,,,0.0,,,,,,,,,""
15774076028,"Sep 11, 2025, 11:05:21 AM",Morning weight lift,Weight Training,"",1961,0,115.0,4,false,,,activities/16849132278.fit.gz,,,1961.0,1961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,115.0,94.0,,,126.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,246.0,0.0,,,,,,,,,""
15770000460,"Sep 10, 2025, 11:44:58 PM",Evening run (with jogalope),Run,"",1715,5.18,191.0,87,false,,Nike Streakfly,activities/16844746515.fit.gz,,,1715.0,1486.0,5187.0,5.52,3.491,60.0,61.0,169.2,189.4,14.5,0.0,,,94.0,88.0,191.0,172.0,,320.0,325.0,,,87.0,475362.0,,,,,,,,304.0,1716.0,,,0.0,,1.0,5329.5,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,3.024,0.0,,,,4336.0,0.0,,206.0,208.0,3.586,,,0.0,,,,,,,,,media/D9D25EDA-56EF-4623-8149-6BCEF3C7CEF9.jpg
15762793733,"Sep 10, 2025, 11:09:03 AM",Morning weight lift,Weight Training,🎵 10 feet down 🎵,2052,0,137.0,5,false,,,activities/16837219078.fit.gz,,,2052.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,137.0,99.0,,,155.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,162.0,0.0,,,,,,,,,""
15750665321,"Sep 9, 2025, 11:07:27 AM",Morning weight lift,Weight Training,🎵 dark sea 🎵,2199,0,116.0,4,false,,,activities/16824441841.fit.gz,,,2199.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,116.0,86.0,,,118.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,196.0,0.0,,,,,,,,,""
15738874556,"Sep 8, 2025, 11:07:46 AM",Morning weight lift,Weight Training,"",1934,0,117.0,4,false,,,activities/16811989034.fit.gz,,,1934.0,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,117.0,91.0,,,119.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,112.0,0.0,,,,,,,,,""
15704298028,"Sep 5, 2025, 10:39:02 AM",Morning run (with way run club),Run,"",1458,4.36,188.0,36,false,,Nike Streakfly,activities/16775282942.fit.gz,,,1458.0,1439.0,4361.1,4.62,3.031,38.0,44.0,129.8,154.4,41.4,-0.1,,,96.0,92.0,188.0,148.0,,269.0,273.0,,,36.0,388279.0,,,,,,,,277.0,1459.0,,,0.0,,1.0,4469.2,,,,,,,,,,,,,,,,25076153.0,,,,,,,,,,,2.991,0.0,,,,4418.0,0.0,,146.0,190.0,3.106,,,0.0,,,,,,,,,""
15693283100,"Sep 4, 2025, 10:54:17 AM",Morning weight lift,Weight Training,"",1868,0,122.0,4,false,,,activities/16763534160.fit.gz,,,1868.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,122.0,97.0,,,132.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,212.0,0.0,,,,,,,,,""
15681869998,"Sep 3, 2025, 11:18:11 AM",Morning weight lift,Weight Training,"",1966,0,125.0,4,false,,,activities/16751145244.fit.gz,,,1966.0,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,125.0,92.0,,,123.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,170.0,0.0,,,,,,,,,""
15640130604,"Aug 30, 2025, 11:37:00 AM",Tough mudder training (5.5 hours loop),Run,"",19800,38.46,,,false,,Nike Pegasus Trail 4,,,,19800.0,19800.0,38463.4,,1.943,,,,,,0.0,,,,,,,,,3108.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,25090212.0,,,,,,,,,,,1.943,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
15625311778,"Aug 29, 2025, 10:40:14 AM",Morning run (with way run club),Run,Putting in the miles and smiles with way runners!,1482,4.35,180.0,42,false,,Nike Streakfly,activities/16688636702.fit.gz,,,1482.0,1429.0,4357.5,6.8,3.049,48.0,53.0,129.6,158.0,33.1,-0.1,,,98.0,90.0,180.0,151.0,,262.0,272.0,,,42.0,374343.0,,,,,,,,262.0,1484.0,,,0.0,,1.0,4550.5,1756461568.0,1.0,14.2,13.6,12.0,0.87,1019.7,0.3,0.4,313.0,0.0,1756466176.0,1756513152.0,0.125,,25076152.0,0.0,1.0,0.01,22221.2,0.0,,,,,,2.94,0.0,,,,4282.0,0.0,,132.0,179.0,3.184,,,0.0,,,,,,,,,media/5533E0BF-4AD2-4D1A-A48E-C1F99606EA7F.jpg|media/C1EBE805-1FFF-402D-B220-C1B9041741D4.mp4
15614757185,"Aug 28, 2025, 10:50:40 AM",Morning weight lift,Weight Training,🎵 peso 🎵,1652,0,144.0,4,false,,,activities/16677322103.fit.gz,,,1652.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,103.0,,,134.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,252.0,0.0,,,,,,,,,""
15610979697,"Aug 27, 2025, 11:44:10 PM",Evening run (with jogalope),Run,"",2601,7.48,189.0,130,false,,Nike Streakfly,activities/16673211920.fit.gz,,,2601.0,2342.0,7485.3,6.46,3.196,72.0,70.0,171.4,201.0,13.0,0.0,,,98.0,88.0,189.0,169.0,,288.0,485.0,,,130.0,667511.0,,,,,,,,278.0,2602.0,,,0.0,,1.0,7615.3,1756335616.0,3.0,24.7,23.9,10.2,0.4,1021.2,2.0,3.6,36.0,0.0,1756293376.0,1756340480.0,0.125,,25076152.0,0.0,1.0,1.0,53617.8,1.0,,,,,,2.878,0.0,,,,6798.0,0.0,,261.0,190.0,3.252,,,0.0,,,,,,,,,""
15603433896,"Aug 27, 2025, 11:01:25 AM",Morning weight lift,Weight Training,🎵 og beeper 🎵,1843,0,132.0,4,false,,,activities/16665234824.fit.gz,,,1843.0,1843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,132.0,94.0,,,125.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,158.0,0.0,,,,,,,,,""
15591142839,"Aug 26, 2025, 10:52:49 AM",Morning weight lift,Weight Training,"",2038,0,151.0,6,false,,,activities/16652140474.fit.gz,,,2038.0,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,151.0,105.0,,,173.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,240.0,0.0,,,,,,,,,""
15586830649,"Aug 25, 2025, 11:38:27 PM",Evening run (with nrc),Run,"",2086,6.93,192.0,85,false,,Nike Streakfly,activities/16647460012.fit.gz,,,2086.0,1918.0,6934.2,4.82,3.615,53.0,58.0,123.2,151.6,13.1,-0.1,,,94.0,89.0,192.0,162.0,,318.0,398.0,,,85.0,611107.0,,,,,,,,314.0,2087.0,,,0.0,,1.0,7046.0,1756162816.0,3.0,24.8,23.2,11.4,0.43,1017.8,3.4,5.9,338.0,0.0,1756120448.0,1756167808.0,0.125,,25076152.0,0.0,1.0,1.0,52834.8,1.0,,,,,,3.324,0.0,,,,5686.0,0.0,,268.0,215.0,3.674,,,0.0,,,,,,,,,""
15586520523,"Aug 25, 2025, 11:12:41 PM",Evening walk,Walk,"",1274,1.46,97.0,2,false,,,activities/16647132371.fit.gz,,,1274.0,1200.0,1463.5,2.58,1.22,5.0,7.0,144.8,150.8,6.8,-0.2,,,60.0,56.0,97.0,91.0,,,83.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1756162816.0,3.0,24.8,23.2,11.4,0.43,1017.8,3.4,5.9,338.0,0.0,1756120448.0,1756167808.0,0.125,,,0.0,1.0,1.0,52834.8,1.0,,,,,,1.149,0.0,,,,2200.0,0.0,,,,,,,0.0,,,,,,,,,""
15579476445,"Aug 25, 2025, 10:53:19 AM",Morning weight lift,Weight Training,🎵 palace 🎵,1969,0,139.0,5,false,,,activities/16639652411.fit.gz,,,1969.0,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,100.0,,,152.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,142.0,0.0,,,,,,,,,""
15561035337,"Aug 23, 2025, 12:37:00 PM",Tough mudder training (5 hours loop),Run,"",18002,36.05,,,false,,Nike Pegasus Trail 4,,,,18002.0,18002.0,36049.4,,2.003,,,,,,0.0,,,,,,,,,2913.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,25090212.0,,,,,,,,,,,2.003,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15545525232,"Aug 22, 2025, 10:41:37 AM",Morning run (with way run club),Run,"",1469,4.36,156.0,16,false,,Nike Streakfly,activities/16602213246.fit.gz,,,1469.0,1466.0,4361.2,7.24,2.975,46.0,42.0,130.4,155.4,36.2,0.0,,,104.0,89.0,156.0,136.0,,266.0,253.0,,,16.0,387033.0,,,,,,,,268.0,1470.0,,,0.0,,1.0,4536.5,1755856768.0,1.0,20.3,19.8,19.0,0.92,1014.4,2.4,5.7,22.0,0.0,1755861120.0,1755908864.0,0.875,,25076152.0,0.0,1.0,0.09,16389.1,0.0,,,,,,2.969,0.0,,,,4378.0,0.0,,137.0,184.0,3.094,,,0.0,,,,,,,,,""
15541803790,"Aug 21, 2025, 11:45:10 PM",Evening run (with cooldown),Run,Probably not gonna hit these negative splits ever again.,1949,5.80,195.0,56,false,,Nike Streakfly,activities/16597855302.fit.gz,,,1949.0,1711.0,5807.3,4.98,3.394,70.0,68.0,160.2,201.0,15.8,0.0,,,95.0,88.0,195.0,155.0,,305.0,353.0,,,56.0,519735.0,,,,,,,,289.0,1950.0,,,0.0,,1.0,5966.1,1755817216.0,2.0,28.4,28.8,19.0,0.57,1012.4,3.6,6.2,3.0,0.0,1755774592.0,1755822592.0,0.875,,25076152.0,0.0,1.0,0.4,32634.1,1.0,,,,,,2.98,0.0,,,,5006.0,0.0,,212.0,198.0,3.487,,,0.0,,,,,,,,,""
15535007675,"Aug 21, 2025, 11:27:50 AM",Morning weight lift,Weight Training,🎵 all get right 🎵,1521,0,124.0,3,false,,,activities/16590413574.fit.gz,,,1521.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,124.0,97.0,,,124.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,218.0,0.0,,,,,,,,,""
